Anime_id,Title,Genre,Synopsis,Type,Producer,Studio,Rating
2756,Cheonnyeon-yeowoo Yeowoobi,"['Sci-Fi', 'Drama', 'Fantasy']","Yobi, The Five Tailed Fox revolves around a kumiho, a nine-tailed fox that can assume different forms including human. Kumiho are familiar figures in Korean folk tales, and they are usually depicted as magical creatures that take female form to lure and prey on humans. This time, however, our protagonist is a young, kind-hearted fox with only five tails, instead of nine. 
 
After losing her family to fox hunters, five-tailed Yobi lives in the forest with some shipwrecked aliens, far away from the humans. When one of her alien friends gets captured by a villager, Yobi has no choice but to adventure into the human world to rescue him. At the village, Yobi meets many humans, including Geum Yee who studies at a school for maladjusted children. Interested in Geum Yee, Yobi joins the students and revels in the fun of human life, but both a fox hunter and a mysterious shadow man are on her trail. 
 
(Source: YesAsia)",Movie,['Yellow Film'],['Sunwoo Entertainment'],7.37
2759,Evangelion: 1.0 You Are (Not) Alone,"['Action', 'Sci-Fi', 'Mecha']","In a post-apocalyptic world, the last remaining human settlement in Japan is the heavily fortified city of Tokyo-3. Fourteen-year-old Shinji Ikari is brought to the headquarters of Nerv, an underground organization lead by his estranged father, Gendou. He requests that Shinji become a pilot of an ""Evangelion,"" a colossal android built to fight against monstrous and destructive alien creatures known as ""Angels"" that wreak havoc on the planet and threaten the survival of the remaining human race. 
 
Although initially reluctant, Shinji is swayed by the idea of reconciling with his father, and agrees to aid in mankind's perilous endeavor against its alien threat, as the pilot of Evangelion Unit-01. Thrust into the midst of a dangerous battlefield, Shinji must find the necessary courage and resolve to face against the Angels' incursions before it is too late. 
 
[Written by MAL Rewrite] 
",Movie,"['Gainax', 'Starchild Records', 'KlockWorx']",['Khara'],8.16
2762,Igano Kabamaru,"['Action', 'Adventure', 'Comedy', 'Romance', 'School', 'Shounen']","After the death of Saizou, Kabamaru's horribly strict grandfather and Iga ninja teacher (sensei), an old lady, Ran Ookubo, claims that she received a letter from him asking her to take care of his grandson. So Kabamaru runs off with Lady Ookubo to the big city Tokyo to gorge on yakisoba, ramen, chow mein, and attend a regular school—which turns out to have weird quirks of its own.  
 
(Source: ANN) ",TV,['Toho'],['Group TAC'],8.07
2765,Momotarou: Umi no Shinpei,"['Action', 'Military']","A monkey, a dog, a pheasant, and a bear travel southward after resting in their villages at the foot of Mt. Fuji. A squadron flies to Onigashima under the command of Momotarou. Parachutes blossom in the sky. Momotarou and company will take over the island after a swift and successful mission. The village children pretend parachuting with glee as they run towards Mt. Fuji. 
 
(Source: Imagica)",Movie,"['Shochiku', 'Ministry of the Navy']",['Shochiku Animation Institute'],5.31
2766,Super Doll Licca-chan,"['Adventure', 'Magic', 'Comedy']","Licca is in grave danger once she finds out that she is the princess of the Doll Kingdom. Now, the evil Dr. Scarecrow is after her and her throne. So Licca's grandmother gives her a set of dolls. When needed, the dolls will transform into larger versions known as the Doll Knights. Together, they will protect Licca. 
 
(Source: AnimeNfo)",TV,"['TV Tokyo', 'Dentsu', 'Genco']",['Madhouse'],6.64
2768,CLAMP in Wonderland 2,"['Action', 'Fantasy', 'Magic', 'Comedy', 'Romance', 'Music', 'Drama']",A short animation which features clips from all of CLAMPs works between 1995 and 2006.,Music,['Victor Entertainment'],['Madhouse'],7.58
2769,Galactic Patrol Lensman,"['Action', 'Adventure', 'Sci-Fi']","The young Kimball Kinnison is leaving home for a wider education when a Galactic Patrol ship crashes on his family's land and the dying pilot gives him a mysterious Lens. Half-sentient, the Lens now implanted in his hand becomes the focus of changes in Kim's life including his father's death, a space battle, and an encounter with Galactic Patrol nursing officer Chris. Impelled by the Lens, he discovers a new world of experiences opening before him and he risks his life to save Chris and the Universe.  
 
(Source: AniDB)",TV,"['Tatsunoko Production', 'MK Pictures']",['Madhouse'],6.5
2772,Juushin Enbu: Hero Tales,"['Action', 'Fantasy', 'Shounen']","For citizens of the Ken Empire, justice is a myth. Lord Keiro, the deranged Shogun of the Imperial Army, blazes a trail of terror across the countryside in search of the sacred sword that will make him a god. Standing in his way is Taito, an omnipotent star reborn in human form—a young hero who vows to use his celestial strength to avenge those slaughtered by the villainous Shogun. 
 
Taito's mystical powers steer him toward a violent showdown with Keiro, and if used recklessly, his newfound abilities could shred the very fabric of his being. To master the art of control and become a heroic martial artist, Taito must seek the guidance of others like him: the seven star-born warriors with the strength to shatter a corrupt empire. 
 
(Source: RightStuf)",TV,"['Square Enix', 'Genco', 'Tohokushinsha Film Corporation']",['Studio Flag'],6.94
2775,Genocyber,"['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Mecha']","As the nations of the world begin to merge, world peace is threatened by the private armies of individual corporations. The Kuryu Group has just discovered a weapon that will tip world power in their favor. The Genocyber: a nightmarish combination of cybernetics and psychic potential. Many desire to control this monstrosity, but can its hatred be contained... Battle erupts, and the cyberpunk world of the future is about to explode with violence. 
 
(Source: ANN)",OVA,['Bandai Visual'],['Artmic'],6.02
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,"['Action', 'Adventure', 'Comedy', 'School', 'Supernatural']","At a run down school the ""Ultimate Teacher"" Ganpachi is sent to get things back on track and prepare the delinquent students for the real world. But the students don't want Ganpachi ruining the gang they got going so their boss, Hinako, fights back Ganpachi aided by her secret power...her lucky kitty underwear. Things get more interesting when we findout Ganpachi is the result of genetic experiments. 
 
(Source: ANN)",OVA,"['Animate Film', 'Movic', 'Sony Music Entertainment']",['J.C.Staff'],5.66
2781,Saint Luminous Jogakuin,"['Mystery', 'Psychological', 'Supernatural']","Kaihei is a rather normal high school student but soon discovers that his deceased grandfather has left him the chairman position of his all-girls high school, St. Luminous Mission High School. Besides being the only male student on campus, he is also now the young chairman in charge of campus rules, happenings and punishments. When Kaihei arrives however, it seems a student has gone missing. Kaihei, along with his closest friends, are now determined to solve this mystery (without getting the local police involved) before graduation.  
 
(Source: ANN)",TV,"['Genco', 'Pioneer LDC']",['Triangle Staff'],6.13
2782,Fire Emblem,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']","The Kingdoms of Dolhr, Grust, and Gra band together to wage war on the rest of the continent Archanea and defeat the Kingdom of Altea. King Cornelius is slain in battle but his son Prince Marth is able to escape the invasion thanks to the sacrifice of his older sister Elice. He and a small group of retainers find refuge on the island nation of Talys, where they spend the next three years in hiding under the royal family's protection.  
 
Marth lives a peaceful life in Talys, enjoying the beauty of the island and the friendship of its pegasus-riding princess, Caeda. But he is uneasy, knowing soon the day will come that he must take up arms. That day arrives when Caeda comes to Marth and his retainers in a panic, telling him that the castle town has been attacked. After some close calls, they manage to defeat the assailants and save the city. 
 
Realizing that his presence may bring further danger to his new home, Marth decides that now is the time to set off. He journeys to raise an army with which to reclaim his kingdom. 
 
[Written by MAL Rewrite]",OVA,['KSS'],['Studio Fantasia'],5.82
2785,OZ,"['Action', 'Military', 'Sci-Fi', 'Drama', 'Shoujo']","Loosely based on L.F. Baum's novel, The Wizard of Oz. Original manga done by Itsuki Natsumi. 
 
A nuclear war has killed most of humanity and split the USA into six warring states. By 2021, a legend has grown up about the fabled city of OZ where everything still works. Scientist Felicia sets out in search of it with the mercenary Muto and android 1019. At the end of the quest they only discover a military base and a madman. 
 
A mercenary was hired by a girl to bring her to the mythical Oz (a paradise) where her missing brother supposedly lived. Accompanying them was a cyborg sent by her brother. But Oz was not the paradise it seemed and her brother was not as sane as he was smart.  
 
(Source: AniDB)",OVA,"['Victor Entertainment', 'Hakusensha']","['Madhouse', 'Studio Fantasia']",5.52
2786,Bakegyamon,"['Action', 'Game', 'Shounen']","Sanshirou's chances of having an adventure are slim to none in his tiny island hometown, until the day a mysterious stranger invites him to play a game... Without warning, Sanshirou is taken to a backwards universe to play BakéGyamon—a game pitting monsters against monsters. Along the way he meets other players who have a particular reason for being there—to obtain the wish that is granted to the winner. But how far can Sanshirou get when the monsters he's been paired with are a bunch of little mud balls?! 
 
(Source: VIZ Media)",TV,"['TV Tokyo', 'Dentsu']",['Radix'],6.78
2787,Shakugan no Shana II (Second),"['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']","The heated bond between Shana and Yuji is tested as their paranormal adventures continue. The Flame Haze fends off supernatural foes by night. By day, she contends with a classmate who's also after Yuji's heart. Emotions flare as a suspicious transfer student who resembles a recently defeated Denizen clings to Yuji. His training rises in intensity when they catch wind of a revered warrior in search of her lost lover—who will stop at nothing to extract the power keeping Yuji alive! 
 
(Source: FUNimation)",TV,"['Geneon Universal Entertainment', 'ASCII Media Works']",['J.C.Staff'],7.72
